"Story","Title","Result","Date","Stability","Duration (s)"
"create new user","DuverneyCM wants to fill the register form so that create a new user in UTest website","SUCCESS","2022-09-26T11:06:07.7493238-05:00[America/Bogota]","0.0","92.35"
