"Story","Title","Result","Date","Stability","Duration (s)"
"create new user","DuverneyCM wants to fill the register form so that create a new user in UTest website","FAILURE","2022-09-23T17:55:45.076265-05:00[America/Bogota]","0.0","66.5"
