"Story","Title","Result","Date","Stability","Duration (s)"
"create new user","DuverneyCM wants to fill the register form so that create a new user in UTest website","ERROR","2022-09-23T13:41:26.3753994-05:00[America/Bogota]","0.0","40.16"
