"Story","Title","Result","Date","Stability","Duration (s)"
"create new user","DuverneyCM wants to fill the register form so that create a new user in UTest website","FAILURE","2022-09-23T11:38:04.297075-05:00[America/Bogota]","0.0","37.92"
