"Story","Title","Result","Date","Stability","Duration (s)"
"create new user","DuverneyCM wants to fill the register form so that create a new user in UTest website","ERROR","2022-09-23T11:40:07.3505663-05:00[America/Bogota]","0.0","36.1"
